Matthew 5:26,"Verily I say unto thee, Thou shalt by no means come out thence, till thou hast paid the uttermost farthing."
Matthew 5:27,"¶ Ye have heard that it was said by them of old time, Thou shalt not commit adultery:"
Matthew 5:28,"But I say unto you, That whosoever looketh on a woman to lust after her hath committed adultery with her already in his heart."
Matthew 5:29,"And if thy right eye offend thee, pluck it out, and cast it from thee: for it is profitable for thee that one of thy members should perish, and not that thy whole body should be cast into hell."
Matthew 5:30,"And if thy right hand offend thee, cut it off, and cast it from thee: for it is profitable for thee that one of thy members should perish, and not that thy whole body should be cast into hell."
Matthew 5:31,"It hath been said, Whosoever shall put away his wife, let him give her a writing of divorcement:"
Matthew 5:32,"But I say unto you, That whosoever shall put away his wife, saving for the cause of fornication, causeth her to commit adultery: and whosoever shall marry her that is divorced committeth adultery."
Matthew 5:33,"¶ Again, ye have heard that it hath been said by them of old time, Thou shalt not forswear thyself, but shalt perform unto the Lord thine oaths:"
Matthew 5:34,"But I say unto you, Swear not at all; neither by heaven; for it is God’s throne:"
Matthew 5:35,"Nor by the earth; for it is his footstool: neither by Jerusalem; for it is the city of the great King."
Matthew 5:36,"Neither shalt thou swear by thy head, because thou canst not make one hair white or black."
Matthew 5:37,"But let your communication be, Yea, yea; Nay, nay: for whatsoever is more than these cometh of evil."
Matthew 5:38,"¶ Ye have heard that it hath been said, An eye for an eye, and a tooth for a tooth:"
Matthew 5:39,"But I say unto you, That ye resist not evil: but whosoever shall smite thee on thy right cheek, turn to him the other also."
Matthew 5:40,"And if any man will sue thee at the law, and take away thy coat, let him have thy cloak also."
Matthew 5:41,"And whosoever shall compel thee to go a mile, go with him twain."
Matthew 5:42,"Give to him that asketh thee, and from him that would borrow of thee turn not thou away."
Matthew 5:43,"¶ Ye have heard that it hath been said, Thou shalt love thy neighbour, and hate thine enemy."
Matthew 5:44,"But I say unto you, Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which despitefully use you, and persecute you;"
Matthew 5:45,"That ye may be the children of your Father which is in heaven: for he maketh his sun to rise on the evil and on the good, and sendeth rain on the just and on the unjust."
Matthew 5:46,"For if ye love them which love you, what reward have ye? do not even the publicans the same?"
Matthew 5:47,"And if ye salute your brethren only, what do ye more than others? do not even the publicans so?"
Matthew 5:48,"Be ye therefore perfect, even as your Father which is in heaven is perfect."
Luke 10:1,"After these things the Lord appointed other seventy also, and sent them two and two before his face into every city and place, whither he himself would come."
Luke 10:2,"Therefore said he unto them, The harvest truly is great, but the labourers are few: pray ye therefore the Lord of the harvest, that he would send forth labourers into his harvest."
Luke 10:3,"Go your ways: behold, I send you forth as lambs among wolves."
Luke 10:4,"Carry neither purse, nor scrip, nor shoes: and salute no man by the way."
Luke 10:5,"And into whatsoever house ye enter, first say, Peace be to this house."
Luke 10:6,"And if the son of peace be there, your peace shall rest upon it: if not, it shall turn to you again."
Luke 10:7,"And in the same house remain, eating and drinking such things as they give: for the labourer is worthy of his hire. Go not from house to house."
Luke 10:8,"And into whatsoever city ye enter, and they receive you, eat such things as are set before you:"
Luke 10:9,"And heal the sick that are therein, and say unto them, The kingdom of God is come nigh unto you."
Luke 10:10,"But into whatsoever city ye enter, and they receive you not, go your ways out into the streets of the same, and say,"
Luke 10:11,"Even the very dust of your city, which cleaveth on us, we do wipe off against you: notwithstanding be ye sure of this, that the kingdom of God is come nigh unto you."
Luke 10:12,"But I say unto you, that it shall be more tolerable in that day for Sodom, than for that city."
Luke 10:13,"Woe unto thee, Chorazin! woe unto thee, Bethsaida! for if the mighty works had been done in Tyre and Sidon, which have been done in you, they had a great while ago repented, sitting in sackcloth and ashes."
Luke 10:14,"But it shall be more tolerable for Tyre and Sidon at the judgment, than for you."
Luke 10:15,"And thou, Capernaum, which art exalted to heaven, shalt be thrust down to hell."
Luke 10:16,"He that heareth you heareth me; and he that despiseth you despiseth me; and he that despiseth me despiseth him that sent me."
Luke 10:17,"¶ And the seventy returned again with joy, saying, Lord, even the devils are subject unto us through thy name."
Luke 10:18,"And he said unto them, I beheld Satan as lightning fall from heaven."
Luke 10:19,"Behold, I give unto you power to tread on serpents and scorpions, and over all the power of the enemy: and nothing shall by any means hurt you."
Luke 10:20,"Notwithstanding in this rejoice not, that the spirits are subject unto you; but rather rejoice, because your names are written in heaven."
Luke 10:21,"¶ In that hour Jesus rejoiced in spirit, and said, I thank thee, O Father, Lord of heaven and earth, that thou hast hid these things from the wise and prudent, and hast revealed them unto babes: even so, Father; for so it seemed good in thy sight."
Luke 10:22,"All things are delivered to me of my Father: and no man knoweth who the Son is, but the Father; and who the Father is, but the Son, and he to whom the Son will reveal him."
Luke 10:23,"¶ And he turned him unto his disciples, and said privately, Blessed are the eyes which see the things that ye see:"
Luke 10:24,"For I tell you, that many prophets and kings have desired to see those things which ye see, and have not seen them; and to hear those things which ye hear, and have not heard them."
Luke 10:25,"¶ And, behold, a certain lawyer stood up, and tempted him, saying, Master, what shall I do to inherit eternal life?"
Luke 10:26,"He said unto him, What is written in the law? how readest thou?"
Luke 10:27,"And he answering said, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy strength, and with all thy mind; and thy neighbour as thyself."
Luke 10:28,"And he said unto him, Thou hast answered right: this do, and thou shalt live."
Luke 10:29,"But he, willing to justify himself, said unto Jesus, And who is my neighbour?"
Luke 10:30,"And Jesus answering said, A certain man went down from Jerusalem to Jericho, and fell among thieves, which stripped him of his raiment, and wounded him, and departed, leaving him half dead."
Luke 10:31,"And by chance there came down a certain priest that way: and when he saw him, he passed by on the other side."
Luke 10:32,"And likewise a Levite, when he was at the place, came and looked on him, and passed by on the other side."
Luke 10:33,"But a certain Samaritan, as he journeyed, came where he was: and when he saw him, he had compassion on him,"
Luke 10:34,"And went to him, and bound up his wounds, pouring in oil and wine, and set him on his own beast, and brought him to an inn, and took care of him."
Luke 10:35,"And on the morrow when he departed, he took out two pence, and gave them to the host, and said unto him, Take care of him; and whatsoever thou spendest more, when I come again, I will repay thee."
Luke 10:36,"Which now of these three, thinkest thou, was neighbour unto him that fell among the thieves?"
Luke 10:37,"And he said, He that shewed mercy on him. Then said Jesus unto him, Go, and do thou likewise."
Luke 10:38,"¶ Now it came to pass, as they went, that he entered into a certain village: and a certain woman named Martha received him into her house."
Luke 10:39,"And she had a sister called Mary, which also sat at Jesus’ feet, and heard his word."
Luke 10:40,"But Martha was cumbered about much serving, and came to him, and said, Lord, dost thou not care that my sister hath left me to serve alone? bid her therefore that she help me."
Luke 10:41,"And Jesus answered and said unto her, Martha, Martha, thou art careful and troubled about many things:"
Luke 10:42,"But one thing is needful: and Mary hath chosen that good part, which shall not be taken away from her."
1 Nephi 3:1,"And it came to pass that I, Nephi, returned from speaking with the Lord, to the tent of my father."
1 Nephi 3:2,"And it came to pass that he spake unto me, saying: Behold I have dreamed a dream, in the which the Lord hath commanded me that thou and thy brethren shall return to Jerusalem."
1 Nephi 3:3,"For behold, Laban hath the record of the Jews and also a genealogy of my forefathers, and they are engraven upon plates of brass."
1 Nephi 3:4,"Wherefore, the Lord hath commanded me that thou and thy brothers should go unto the house of Laban, and seek the records, and bring them down hither into the wilderness."
1 Nephi 3:5,"And now, behold thy brothers murmur, saying it is a hard thing which I have required of them; but behold I have not required it of them, but it is a commandment of the Lord."
1 Nephi 3:6,"Therefore go, my son, and thou shalt be favored of the Lord, because thou hast not murmured."
1 Nephi 3:7,"And it came to pass that I, Nephi, said unto my father: I will go and do the things which the Lord hath commanded, for I know that the Lord giveth no commandments unto the children of men, save he shall prepare a way for them that they may accomplish the thing which he commandeth them."
1 Nephi 3:8,"And it came to pass that when my father had heard these words he was exceedingly glad, for he knew that I had been blessed of the Lord."
1 Nephi 3:9,"And I, Nephi, and my brethren took our journey in the wilderness, with our tents, to go up to the land of Jerusalem."
1 Nephi 3:10,"And it came to pass that when we had gone up to the land of Jerusalem, I and my brethren did consult one with another."
1 Nephi 3:11,"And we cast lots—who of us should go in unto the house of Laban. And it came to pass that the lot fell upon Laman; and Laman went in unto the house of Laban, and he talked with him as he sat in his house."
1 Nephi 3:12,"And he desired of Laban the records which were engraven upon the plates of brass, which contained the genealogy of my father."
1 Nephi 3:13,"And behold, it came to pass that Laban was angry, and thrust him out from his presence; and he would not that he should have the records. Wherefore, he said unto him: Behold thou art a robber, and I will slay thee."
1 Nephi 3:14,"But Laman fled out of his presence, and told the things which Laban had done, unto us. And we began to be exceedingly sorrowful, and my brethren were about to return unto my father in the wilderness."
1 Nephi 3:15,"But behold I said unto them that: As the Lord liveth, and as we live, we will not go down unto our father in the wilderness until we have accomplished the thing which the Lord hath commanded us."
1 Nephi 3:16,"Wherefore, let us be faithful in keeping the commandments of the Lord; therefore let us go down to the land of our father’s inheritance, for behold he left gold and silver, and all manner of riches. And all this he hath done because of the commandments of the Lord."
1 Nephi 3:17,"For he knew that Jerusalem must be destroyed, because of the wickedness of the people."
1 Nephi 3:18,"For behold, they have rejected the words of the prophets. Wherefore, if my father should dwell in the land after he hath been commanded to flee out of the land, behold, he would also perish. Wherefore, it must needs be that he flee out of the land."
1 Nephi 3:19,"And behold, it is wisdom in God that we should obtain these records, that we may preserve unto our children the language of our fathers;"
1 Nephi 3:20,"And also that we may preserve unto them the words which have been spoken by the mouth of all the holy prophets, which have been delivered unto them by the Spirit and power of God, since the world began, even down unto this present time."
1 Nephi 3:21,"And it came to pass that after this manner of language did I persuade my brethren, that they might be faithful in keeping the commandments of God."
1 Nephi 3:22,"And it came to pass that we went down to the land of our inheritance, and we did gather together our gold, and our silver, and our precious things."
1 Nephi 3:23,"And after we had gathered these things together, we went up again unto the house of Laban."
1 Nephi 3:24,"And it came to pass that we went in unto Laban, and desired him that he would give unto us the records which were engraven upon the plates of brass, for which we would give unto him our gold, and our silver, and all our precious things."
1 Nephi 3:25,"And it came to pass that when Laban saw our property, and that it was exceedingly great, he did lust after it, insomuch that he thrust us out, and sent his servants to slay us, that he might obtain our property."
1 Nephi 3:26,"And it came to pass that we did flee before the servants of Laban, and we were obliged to leave behind our property, and it fell into the hands of Laban."
1 Nephi 3:27,"And it came to pass that we fled into the wilderness, and the servants of Laban did not overtake us, and we hid ourselves in the cavity of a rock."
1 Nephi 3:28,"And it came to pass that Laman was angry with me, and also with my father; and also was Lemuel, for he hearkened unto the words of Laman. Wherefore Laman and Lemuel did speak many hard words unto us, their younger brothers, and they did smite us even with a rod."
1 Nephi 3:29,"And it came to pass as they smote us with a rod, behold, an angel of the Lord came and stood before them, and he spake unto them, saying: Why do ye smite your younger brother with a rod? Know ye not that the Lord hath chosen him to be a ruler over you, and this because of your iniquities? Behold ye shall go up to Jerusalem again, and the Lord will deliver Laban into your hands."
1 Nephi 3:30,"And after the angel had spoken unto us, he departed."
1 Nephi 3:31,"And after the angel had departed, Laman and Lemuel again began to murmur, saying: How is it possible that the Lord will deliver Laban into our hands? Behold, he is a mighty man, and he can command fifty, yea, even he can slay fifty; then why not us?"
John 8:1,"Jesus went unto the mount of Olives."
John 8:2,"And early in the morning he came again into the temple, and all the people came unto him; and he sat down, and taught them."
John 8:3,"And the scribes and Pharisees brought unto him a woman taken in adultery; and when they had set her in the midst,"
John 8:4,"They say unto him, Master, this woman was taken in adultery, in the very act."
John 8:5,"Now Moses in the law commanded us, that such should be stoned: but what sayest thou?"
John 8:6,"This they said, tempting him, that they might have to accuse him. But Jesus stooped down, and with his finger wrote on the ground, as though he heard them not."
John 8:7,"So when they continued asking him, he lifted up himself, and said unto them, He that is without sin among you, let him first cast a stone at her."
John 8:8,"And again he stooped down, and wrote on the ground."
John 8:9,"And they which heard it, being convicted by their own conscience, went out one by one, beginning at the eldest, even unto the last: and Jesus was left alone, and the woman standing in the midst."
John 8:10,"When Jesus had lifted up himself, and saw none but the woman, he said unto her, Woman, where are those thine accusers? hath no man condemned thee?"
John 8:11,"She said, No man, Lord. And Jesus said unto her, Neither do I condemn thee: go, and sin no more."
John 8:12,"¶ Then spake Jesus again unto them, saying, I am the light of the world: he that followeth me shall not walk in darkness, but shall have the light of life."
John 8:13,"The Pharisees therefore said unto him, Thou bearest record of thyself; thy record is not true."
John 8:14,"Jesus answered and said unto them, Though I bear record of myself, yet my record is true: for I know whence I came, and whither I go; but ye cannot tell whence I come, and whither I go."
John 8:15,"Ye judge after the flesh; I judge no man."
John 8:16,"And yet if I judge, my judgment is true: for I am not alone, but I and the Father that sent me."
John 8:17,"It is also written in your law, that the testimony of two men is true."
John 8:18,"I am one that bear witness of myself, and the Father that sent me beareth witness of me."
John 8:19,"Then said they unto him, Where is thy Father? Jesus answered, Ye neither know me, nor my Father: if ye had known me, ye should have known my Father also."
John 8:20,"These words spake Jesus in the treasury, as he taught in the temple: and no man laid hands on him; for his hour was not yet come."
John 8:21,"Then said Jesus again unto them, I go my way, and ye shall seek me, and shall die in your sins: whither I go, ye cannot come."
John 8:22,"Then said the Jews, Will he kill himself? because he saith, Whither I go, ye cannot come."
John 8:23,"And he said unto them, Ye are from beneath; I am from above: ye are of this world; I am not of this world."
John 8:24,"I said therefore unto you, that ye shall die in your sins: for if ye believe not that I am he, ye shall die in your sins."
John 8:25,"Then said they unto him, Who art thou? And Jesus saith unto them, Even the same that I said unto you from the beginning."
John 8:26,"I have many things to say and to judge of you: but he that sent me is true; and I speak to the world those things which I have heard of him."
John 8:27,"They understood not that he spake to them of the Father."
John 8:28,"Then said Jesus unto them, When ye have lifted up the Son of man, then shall ye know that I am he, and that I do nothing of myself; but as my Father hath taught me, I speak these things."
John 8:29,"And he that sent me is with me: the Father hath not left me alone; for I do always those things that please him."
John 8:30,"As he spake these words, many believed on him."
John 8:31,"Then said Jesus to those Jews which believed on him, If ye continue in my word, then are ye my disciples indeed;"
John 8:32,"And ye shall know the truth, and the truth shall make you free."
John 8:33,"¶ They answered him, We be Abraham’s seed, and were never in bondage to any man: how sayest thou, Ye shall be made free?"
John 8:34,"Jesus answered them, Verily, verily, I say unto you, Whosoever committeth sin is the servant of sin."
John 8:35,"And the servant abideth not in the house for ever: but the Son abideth ever."
John 8:36,"If the Son therefore shall make you free, ye shall be free indeed."
John 8:37,"I know that ye are Abraham’s seed; but ye seek to kill me, because my word hath no place in you."
John 8:38,"I speak that which I have seen with my Father: and ye do that which ye have seen with your father."
John 8:39,"They answered and said unto him, Abraham is our father. Jesus saith unto them, If ye were Abraham’s children, ye would do the works of Abraham."
John 8:40,"But now ye seek to kill me, a man that hath told you the truth, which I have heard of God: this did not Abraham."
John 8:41,"Ye do the deeds of your father. Then said they to him, We be not born of fornication; we have one Father, even God."
John 8:42,"Jesus said unto them, If God were your Father, ye would love me: for I proceeded forth and came from God; neither came I of myself, but he sent me."
John 8:43,"Why do ye not understand my speech? even because ye cannot hear my word."
John 8:44,"Ye are of your father the devil, and the lusts of your father ye will do. He was a murderer from the beginning, and abode not in the truth, because there is no truth in him. When he speaketh a lie, he speaketh of his own: for he is a liar, and the father of it."
John 8:45,"And because I tell you the truth, ye believe me not."
John 8:46,"Which of you convinceth me of sin? And if I say the truth, why do ye not believe me?"
John 8:47,"He that is of God heareth God’s words: ye therefore hear them not, because ye are not of God."
John 8:48,"Then answered the Jews, and said unto him, Say we not well that thou art a Samaritan, and hast a devil?"
John 8:49,"Jesus answered, I have not a devil; but I honour my Father, and ye do dishonour me."
John 8:50,"And I seek not mine own glory: there is one that seeketh and judgeth."
John 8:51,"Verily, verily, I say unto you, If a man keep my saying, he shall never see death."
John 8:52,"Then said the Jews unto him, Now we know that thou hast a devil. Abraham is dead, and the prophets; and thou sayest, If a man keep my saying, he shall never taste of death."
John 8:53,"Art thou greater than our father Abraham, which is dead? and the prophets are dead: whom makest thou thyself?"
John 8:54,"Jesus answered, If I honour myself, my honour is nothing: it is my Father that honoureth me; of whom ye say, that he is your God:"
John 8:55,"Yet ye have not known him; but I know him: and if I should say, I know him not, I shall be a liar like unto you: but I know him, and keep his saying."
John 8:56,"Your father Abraham rejoiced to see my day: and he saw it, and was glad."
John 8:57,"Then said the Jews unto him, Thou art not yet fifty years old, and hast thou seen Abraham?"
John 8:58,"Jesus said unto them, Verily, verily, I say unto you, Before Abraham was, I am."
John 8:59,"Then took they up stones to cast at him: but Jesus hid himself, and went out of the temple, going through the midst of them, and so passed by"
Alma 46:1,"And it came to pass that as many as would not hearken to the words of Helaman and his brethren were gathered together against their brethren."
Alma 46:2,"And now behold, they were exceedingly wroth, insomuch that they were determined to slay them."
Alma 46:3,"Now the leader of those who were wroth against their brethren was a large and a strong man; and his name was Amalickiah."
Alma 46:4,"And Amalickiah was desirous to be a king; and those people who were wroth were also desirous that he should be their king; and they were the greater part of them the lower judges of the land, and they were seeking for power."
Alma 46:5,"And they had been led by the flatteries of Amalickiah, that if they would support him and establish him to be their king that he would make them rulers over the people."
Alma 46:6,"Thus they were led away by Amalickiah to dissensions, notwithstanding the preaching of Helaman and his brethren, yea, notwithstanding their exceedingly great care over the church, for they were high priests over the church."
Alma 46:7,"And there were many in the church who believed in the flattering words of Amalickiah, therefore they dissented even from the church; and thus were the affairs of the people of Nephi exceedingly precarious and dangerous, notwithstanding their great victory which they had had over the Lamanites, and their great rejoicings which they had had because of their deliverance by the hand of the Lord."
Alma 46:8,"Thus we see how quick the children of men do forget the Lord their God, yea, how quick to do iniquity, and to be led away by the evil one."
Alma 46:9,"Yea, and we also see the great wickedness one very wicked man can cause to take place among the children of men."
Alma 46:10,"Yea, we see that Amalickiah, because he was a man of cunning device and a man of many flattering words, that he led away the hearts of many people to do wickedly; yea, and to seek to destroy the church of God, and to destroy the foundation of liberty which God had granted unto them, or which blessing God had sent upon the face of the land for the righteous’ sake."
Alma 46:11,"And now it came to pass that when Moroni, who was the chief commander of the armies of the Nephites, had heard of these dissensions, he was angry with Amalickiah."
Alma 46:12,"And it came to pass that he rent his coat; and he took a piece thereof, and wrote upon it—In memory of our God, our religion, and freedom, and our peace, our wives, and our children—and he fastened it upon the end of a pole."
Alma 46:13,"And he fastened on his head-plate, and his breastplate, and his shields, and girded on his armor about his loins; and he took the pole, which had on the end thereof his rent coat, (and he called it the title of liberty) and he bowed himself to the earth, and he prayed mightily unto his God for the blessings of liberty to rest upon his brethren, so long as there should a band of Christians remain to possess the land—"
Alma 46:14,"For thus were all the true believers of Christ, who belonged to the church of God, called by those who did not belong to the church."
Alma 46:15,"And those who did belong to the church were faithful; yea, all those who were true believers in Christ took upon them, gladly, the name of Christ, or Christians as they were called, because of their belief in Christ who should come."
Alma 46:16,"And therefore, at this time, Moroni prayed that the cause of the Christians, and the freedom of the land might be favored."
Alma 46:17,"And it came to pass that when he had poured out his soul to God, he named all the land which was south of the land Desolation, yea, and in fine, all the land, both on the north and on the south—A chosen land, and the land of liberty."
Alma 46:18,"And he said: Surely God shall not suffer that we, who are despised because we take upon us the name of Christ, shall be trodden down and destroyed, until we bring it upon us by our own transgressions."
Alma 46:19,"And when Moroni had said these words, he went forth among the people, waving the rent part of his garment in the air, that all might see the writing which he had written upon the rent part, and crying with a loud voice, saying:"
Alma 46:20,"Behold, whosoever will maintain this title upon the land, let them come forth in the strength of the Lord, and enter into a covenant that they will maintain their rights, and their religion, that the Lord God may bless them."
Alma 46:21,"And it came to pass that when Moroni had proclaimed these words, behold, the people came running together with their armor girded about their loins, rending their garments in token, or as a covenant, that they would not forsake the Lord their God; or, in other words, if they should transgress the commandments of God, or fall into transgression, and be ashamed to take upon them the name of Christ, the Lord should rend them even as they had rent their garments."
Alma 46:22,"Now this was the covenant which they made, and they cast their garments at the feet of Moroni, saying: We covenant with our God, that we shall be destroyed, even as our brethren in the land northward, if we shall fall into transgression; yea, he may cast us at the feet of our enemies, even as we have cast our garments at thy feet to be trodden under foot, if we shall fall into transgression."
Alma 46:23,"Moroni said unto them: Behold, we are a remnant of the seed of Jacob; yea, we are a remnant of the seed of Joseph, whose coat was rent by his brethren into many pieces; yea, and now behold, let us remember to keep the commandments of God, or our garments shall be rent by our brethren, and we be cast into prison, or be sold, or be slain."
Alma 46:24,"Yea, let us preserve our liberty as a remnant of Joseph; yea, let us remember the words of Jacob, before his death, for behold, he saw that a part of the remnant of the coat of Joseph was preserved and had not decayed. And he said—Even as this remnant of garment of my son hath been preserved, so shall a remnant of the seed of my son be preserved by the hand of God, and be taken unto himself, while the remainder of the seed of Joseph shall perish, even as the remnant of his garment."
Alma 46:25,"Now behold, this giveth my soul sorrow; nevertheless, my soul hath joy in my son, because of that part of his seed which shall be taken unto God."
Alma 46:26,"Now behold, this was the language of Jacob."
Alma 46:27,"And now who knoweth but what the remnant of the seed of Joseph, which shall perish as his garment, are those who have dissented from us? Yea, and even it shall be ourselves if we do not stand fast in the faith of Christ."
Alma 46:28,"And now it came to pass that when Moroni had said these words he went forth, and also sent forth in all the parts of the land where there were dissensions, and gathered together all the people who were desirous to maintain their liberty, to stand against Amalickiah and those who had dissented, who were called Amalickiahites."
Alma 46:29,"And it came to pass that when Amalickiah saw that the people of Moroni were more numerous than the Amalickiahites—and he also saw that his people were doubtful concerning the justice of the cause in which they had undertaken—therefore, fearing that he should not gain the point, he took those of his people who would and departed into the land of Nephi."
Alma 46:30,"Now Moroni thought it was not expedient that the Lamanites should have any more strength; therefore he thought to cut off the people of Amalickiah, or to take them and bring them back, and put Amalickiah to death; yea, for he knew that he would stir up the Lamanites to anger against them, and cause them to come to battle against them; and this he knew that Amalickiah would do that he might obtain his purposes."
Alma 46:31,"Therefore Moroni thought it was expedient that he should take his armies, who had gathered themselves together, and armed themselves, and entered into a covenant to keep the peace—and it came to pass that he took his army and marched out with his tents into the wilderness, to cut off the course of Amalickiah in the wilderness."
Alma 46:32,"And it came to pass that he did according to his desires, and marched forth into the wilderness, and headed the armies of Amalickiah."
Alma 46:33,"And it came to pass that Amalickiah fled with a small number of his men, and the remainder were delivered up into the hands of Moroni and were taken back into the land of Zarahemla."
Alma 46:34,"Now, Moroni being a man who was appointed by the chief judges and the voice of the people, therefore he had power according to his will with the armies of the Nephites, to establish and to exercise authority over them."
Alma 46:35,"And it came to pass that whomsoever of the Amalickiahites that would not enter into a covenant to support the cause of freedom, that they might maintain a free government, he caused to be put to death; and there were but few who denied the covenant of freedom."
Alma 46:36,"And it came to pass also, that he caused the title of liberty to be hoisted upon every tower which was in all the land, which was possessed by the Nephites; and thus Moroni planted the standard of liberty among the Nephites."
Alma 46:37,"And they began to have peace again in the land; and thus they did maintain peace in the land until nearly the end of the nineteenth year of the reign of the judges."
Alma 46:38,"And Helaman and the high priests did also maintain order in the church; yea, even for the space of four years did they have much peace and rejoicing in the church."
Alma 46:39,"And it came to pass that there were many who died, firmly believing that their souls were redeemed by the Lord Jesus Christ; thus they went out of the world rejoicing."
Alma 46:40,"And there were some who died with fevers, which at some seasons of the year were very frequent in the land—but not so much so with fevers, because of the excellent qualities of the many plants and roots which God had prepared to remove the cause of diseases, to which men were subject by the nature of the climate—"
Alma 46:41,"But there were many who died with old age; and those who died in the faith of Christ are happy in him, as we must needs suppose."
